delta,FOB,perdas_MW,geracao_MW,considerar_fluxo,considerar_perdas,considerar_rampa,considerar_emissao,fluxo_L0_0,fluxo_L0_1,fluxo_L0_2,fluxo_L1_0,fluxo_L1_1,fluxo_L1_2,fluxo_L2_0,fluxo_L2_1,fluxo_L2_2,fluxo_L3_0,fluxo_L3_1,fluxo_L3_2,ger_GT1_0,ger_GT1_1,ger_GT1_2,ger_GT2_0,ger_GT2_1,ger_GT2_2,ger_GF2_0,ger_GF2_1,ger_GF2_2,ger_GT3_0,ger_GT3_1,ger_GT3_2,ger_GF3_0,ger_GF3_1,ger_GF3_2,execucao
0.83,4254.2,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,83
0.84,4271.6,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,84
0.85,4289.0,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,85
0.86,4306.4,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,86
0.87,4323.8,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,87
0.88,4341.2,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,88
0.89,4358.6,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,89
0.9,4376.0,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,90
0.91,4393.4,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,91
0.92,4410.8,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,92
0.93,4428.2,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,93
0.94,4445.6,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,94
0.95,4463.0,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,95
0.96,4480.400000000001,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,96
0.97,4497.8,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,97
0.98,4515.2,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,98
0.99,4532.6,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,99
1.0,4550.0,0,206.0,True,False,True,True,6.0,6.0,6.0,12.0,12.0,9.99999999999998,12.0,12.0,12.0,5.0,-1.99999999999999,2.00000000000001,30.0,30.0,28.000000000000004,39.0,35.0,31.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,100
